"Respondent","DevEnviron1","DevEnviron2","DevEnviron3","DevEnviron4","DevEnviron5","DevEnviron6","DevEnviron7","DevEnviron8","DevEnviron9","DevEnviron10","DevEnviron11","DevEnviron12","DevEnviron13","DevEnviron14","DevEnviron15","DevEnviron16","DevEnviron17","DevEnviron18","DevEnviron19","DevEnviron20","DevEnviron21","DevEnviron22"
47546,"IntelliJ","PyCharm","Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47547,"IPython / Jupyter","Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47549,"Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47558,"IntelliJ","Vim","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47559,"Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47560,"Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47564,"Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47570,"Atom","IPython / Jupyter","PyCharm","RStudio","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47590,"Eclipse","Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47597,"Atom","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47598,"Emacs","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47615,"Atom","Eclipse","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47619,"IntelliJ","IPython / Jupyter","PyCharm","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47620,"Eclipse","IntelliJ","IPython / Jupyter","Notepad++","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47624,"Notepad++","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47626,"Atom","IntelliJ","PyCharm","Sublime Text","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47645,"IntelliJ","Notepad++","PyCharm","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47654,"Eclipse","Emacs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47687,"IntelliJ","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47689,"IPython / Jupyter","Sublime Text","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47690,"RStudio","Sublime Text","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47693,"Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47695,"IPython / Jupyter","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47696,"Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47699,"IPython / Jupyter","PyCharm","Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47700,"Android Studio","Eclipse","IntelliJ","NetBeans","Notepad++","PyCharm","Vim","Visual Studio","Visual Studio Code","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47717,"Atom","Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47721,"Notepad++","Sublime Text","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47729,"NetBeans","Notepad++","PHPStorm","Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47730,"IPython / Jupyter","PyCharm","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47762,"Notepad++","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47787,"Atom","Coda","IntelliJ","IPython / Jupyter","Notepad++","PyCharm","RStudio","Sublime Text","Vim","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47790,"Emacs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47798,"RStudio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47810,"IntelliJ","Notepad++","Vim","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47813,"Android Studio","Notepad++","Vim","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47816,"IntelliJ","PHPStorm","PyCharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47817,"Notepad++","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47832,"Notepad++","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47835,"Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47838,"Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47841,"Android Studio","IntelliJ","Notepad++","PyCharm","Vim","Visual Studio","Visual Studio Code","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47855,"Atom","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47856,"Eclipse","IntelliJ","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47865,"IntelliJ","NetBeans","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47869,"Notepad++","PyCharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47875,"IntelliJ","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47889,"Notepad++","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47890,"Notepad++","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47893,"NetBeans","Notepad++","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47899,"Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47901,"Notepad++","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47906,"IPython / Jupyter","Notepad++","PyCharm","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47911,"IPython / Jupyter","PyCharm","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47922,"Eclipse","IPython / Jupyter","PyCharm","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47923,"Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47938,"Emacs","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47939,"Android Studio","Eclipse","RStudio","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47944,"Atom","Eclipse","IPython / Jupyter","RubyMine","TextMate","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47948,"Atom","Emacs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47952,"Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47958,"Android Studio","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47968,"IPython / Jupyter","PHPStorm","PyCharm","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47978,"Atom","IPython / Jupyter","Notepad++","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47997,"Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48013,"Eclipse","IntelliJ","Sublime Text","Visual Studio Code","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48015,"Android Studio","Eclipse","Notepad++","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48023,"Atom","RStudio","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48052,"IntelliJ","IPython / Jupyter","Notepad++","PyCharm","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48053,"Atom","Notepad++","RStudio","Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48056,"Emacs","IntelliJ","IPython / Jupyter","PyCharm","Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48057,"PyCharm","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48060,"Atom","IPython / Jupyter","PyCharm","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48073,"Android Studio","Eclipse","Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48103,"IntelliJ","IPython / Jupyter","Notepad++","PyCharm","RStudio","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48130,"Android Studio","IntelliJ","PyCharm","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48135,"IntelliJ","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48140,"Emacs","IntelliJ","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48142,"NetBeans","Notepad++","Sublime Text","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48145,"Android Studio","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48161,"Atom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48162,"Android Studio","Atom","Eclipse","IntelliJ","NetBeans","Notepad++","PHPStorm","PyCharm","Sublime Text","Visual Studio","Visual Studio Code","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48168,"Emacs","Notepad++","PyCharm","Vim","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48169,"Eclipse","NetBeans","Notepad++","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48178,"IPython / Jupyter","PyCharm","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48188,"Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48193,"Emacs","IntelliJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48200,"Notepad++","PyCharm","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48202,"IPython / Jupyter","Notepad++","RStudio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48221,"IPython / Jupyter","Komodo","PyCharm","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48225,"Atom","IPython / Jupyter","PyCharm","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48250,"IPython / Jupyter","Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48253,"Komodo","RStudio","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48255,"Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48257,"Android Studio","NetBeans","Notepad++","PHPStorm","PyCharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48258,"NetBeans","PHPStorm","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48259,"IPython / Jupyter","PyCharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48276,"IPython / Jupyter","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48281,"IPython / Jupyter","RStudio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48282,"Eclipse","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48289,"Atom","IntelliJ","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48303,"IntelliJ","IPython / Jupyter","PyCharm","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48304,"Android Studio","IntelliJ","PHPStorm","PyCharm","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48311,"IPython / Jupyter","PyCharm","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48335,"Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48339,"Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48346,"Atom","IPython / Jupyter","RStudio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48354,"Atom","Emacs","PyCharm","RStudio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48358,"IPython / Jupyter","Notepad++","RStudio","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48360,"Atom","Emacs","IPython / Jupyter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48361,"IPython / Jupyter","RStudio","Sublime Text","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48362,"PHPStorm","Sublime Text","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48368,"IPython / Jupyter","Notepad++","Visual Studio","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48380,"IPython / Jupyter","Sublime Text","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48383,"Android Studio","Eclipse","IPython / Jupyter","NetBeans","Notepad++","PyCharm","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48385,"Atom","IPython / Jupyter","PyCharm","Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48406,"Android Studio","IntelliJ","Notepad++","Vim","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48407,"Notepad++","Vim","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48426,"Eclipse","Emacs","IPython / Jupyter","Notepad++","TextMate","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48433,"Eclipse","IntelliJ","Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48451,"Emacs","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48452,"IPython / Jupyter","Notepad++","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48465,"Eclipse","IntelliJ","NetBeans","Notepad++","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48466,"IPython / Jupyter","PyCharm","Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48473,"Android Studio","Atom","IntelliJ","Sublime Text","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48478,"Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48485,"Android Studio","IntelliJ","RStudio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48490,"Atom","Emacs","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48491,"IntelliJ","IPython / Jupyter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48494,"Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48498,"Notepad++","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48502,"IPython / Jupyter","Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48503,"Notepad++","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48515,"IPython / Jupyter","Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48524,"Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48533,"Emacs","Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48534,"IntelliJ","PHPStorm","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48539,"Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48545,"Notepad++","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48550,"Atom","Eclipse","IPython / Jupyter","PyCharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48551,"IntelliJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48555,"Atom","Notepad++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48562,"Atom","IPython / Jupyter","Notepad++","RStudio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48567,"Emacs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48578,"IPython / Jupyter","PyCharm","Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48580,"Android Studio","Atom","Eclipse","IntelliJ","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48582,"Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48585,"PHPStorm","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48586,"Sublime Text","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48598,"Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48601,"Atom","Notepad++","Visual Studio","Visual Studio Code","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48609,"IPython / Jupyter","Notepad++","Sublime Text","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48615,"Android Studio","Atom","Eclipse","IntelliJ","NetBeans","Notepad++","PyCharm","Sublime Text","Visual Studio","Visual Studio Code","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48616,"Notepad++","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48617,"Eclipse","IntelliJ","Notepad++","PyCharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48632,"Atom","IntelliJ","IPython / Jupyter","PyCharm","Sublime Text","Visual Studio Code","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48636,"Sublime Text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48637,"Android Studio","NetBeans","Notepad++","PHPStorm","Sublime Text","Visual Studio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48639,"Android Studio","Visual Studio","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48642,"Android Studio","Eclipse","IntelliJ","Notepad++","Visual Studio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48643,"Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48645,"Eclipse","IntelliJ","IPython / Jupyter","Notepad++","PyCharm","RStudio","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48653,"Atom","IntelliJ","PyCharm","Sublime Text","Vim","Visual Studio Code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48655,"IntelliJ","Vim","Xcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48658,"IPython / Jupyter","Notepad++","Sublime Text","Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48659,"IntelliJ","PyCharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
