"Respondent","OpSys"
55533,"Windows"
55535,"Linux-based"
55542,"Windows"
55546,"Linux-based"
55553,"MacOS"
55562,"Windows"
55578,"MacOS"
55582,"Windows"
55591,"Linux-based"
55594,"Windows"
55595,"Windows"
55615,"Windows"
55618,"MacOS"
55620,"Windows"
55621,"Windows"
55626,"Windows"
55627,"Windows"
55637,"Windows"
55642,"MacOS"
55644,"Windows"
55645,"Windows"
55653,"MacOS"
55654,"Windows"
55658,"Windows"
55667,"Windows"
55670,"Linux-based"
55690,"Windows"
55692,"Windows"
55694,"Windows"
55695,"Windows"
55696,"Windows"
55697,"MacOS"
55701,"Linux-based"
55704,"MacOS"
55720,"MacOS"
55732,"Windows"
55741,"Linux-based"
55743,"MacOS"
55747,"Linux-based"
55749,"Windows"
55754,"MacOS"
55758,"Windows"
55759,"MacOS"
55764,"Windows"
55765,"Windows"
55766,"Windows"
55772,"Linux-based"
55778,"Linux-based"
55785,"Linux-based"
55786,"Windows"
55787,"MacOS"
55797,"Windows"
55798,"Linux-based"
55799,"Linux-based"
55807,"Linux-based"
55808,"Windows"
55816,"Windows"
55818,"Windows"
55825,"MacOS"
55826,"Linux-based"
55827,"Windows"
55831,"Windows"
55834,"Windows"
55841,"MacOS"
55844,"Windows"
55856,"Linux-based"
55857,"MacOS"
55858,"Windows"
55861,"Windows"
55865,"Linux-based"
55877,"MacOS"
55881,"MacOS"
55882,"Linux-based"
55883,"Linux-based"
55886,"Windows"
55887,"Linux-based"
55890,"Windows"
55891,"Linux-based"
55899,"Windows"
55902,"Windows"
55913,"MacOS"
55917,"Linux-based"
55918,"Linux-based"
55919,"Linux-based"
55934,"Windows"
55956,"Linux-based"
55971,"MacOS"
55972,"Windows"
55982,"Windows"
55993,"Linux-based"
56000,"Windows"
56001,"MacOS"
56013,"Windows"
56018,"Linux-based"
56027,"Linux-based"
56028,"Windows"
56043,"Linux-based"
56045,"Windows"
56055,"Linux-based"
56061,"Linux-based"
56063,"Windows"
56077,"Windows"
56078,"Windows"
56079,"Windows"
56083,"Linux-based"
56085,"Linux-based"
56087,"Windows"
56089,"Windows"
56104,"Windows"
56113,"Windows"
56117,"Windows"
56121,"Linux-based"
56133,"Windows"
56143,"Linux-based"
56148,"Linux-based"
56158,"Windows"
56161,"Windows"
56165,"Linux-based"
56188,"Windows"
56189,"Linux-based"
56195,"Windows"
56197,"MacOS"
56203,"Windows"
56224,"Windows"
56231,"Linux-based"
56234,"Linux-based"
56238,"Windows"
56240,"Windows"
56242,"Windows"
56244,"Windows"
56250,"Windows"
56265,"Windows"
56278,"MacOS"
56282,"Linux-based"
56301,"MacOS"
56307,"Linux-based"
56311,"MacOS"
56313,"MacOS"
56314,"Linux-based"
56316,"Linux-based"
56318,"MacOS"
56328,"Linux-based"
56334,"Windows"
56340,"Linux-based"
56342,"Linux-based"
56344,"Windows"
56356,"Windows"
56363,"Windows"
56402,"Linux-based"
56405,"Linux-based"
56408,"Linux-based"
56414,"Linux-based"
56417,"Windows"
56420,"Linux-based"
56425,"Linux-based"
56431,"Linux-based"
56433,"MacOS"
56437,"Windows"
56451,"Linux-based"
56453,"Windows"
56473,"Linux-based"
56477,"Windows"
56479,"Windows"
56500,"Windows"
56508,"Linux-based"
56510,"Windows"
56514,"Windows"
56515,"Windows"
56527,"MacOS"
56528,"Windows"
56546,"Windows"
56553,"Linux-based"
56561,"Linux-based"
56565,"MacOS"
56579,"Windows"
56584,"Windows"
56585,"Windows"
56589,"Linux-based"
56595,"Windows"
56598,"Linux-based"
56619,"Windows"
56623,"MacOS"
56627,"Windows"
56628,"Windows"
56630,"Windows"
56636,"Linux-based"
56642,"Windows"
56643,"Windows"
56644,"Linux-based"
56645,"Windows"
56649,"Linux-based"
56651,"Linux-based"
56657,"MacOS"
56662,"Windows"
56668,"Windows"
56676,"Windows"
56700,"Linux-based"
56705,"Windows"
56710,"Windows"
56718,"Linux-based"
56726,"Linux-based"
56730,"Linux-based"
56740,"Linux-based"
56747,"MacOS"
56765,"Windows"
56781,"Windows"
56783,"Linux-based"
56791,"Windows"
56798,"MacOS"
56799,"Windows"
56802,"Linux-based"
56805,"Windows"
56817,"Linux-based"
56819,"Linux-based"
56821,"Windows"
56827,"Linux-based"
56833,"Windows"
56842,"Windows"
56871,"Linux-based"
56878,"Windows"
56885,"Linux-based"
56889,"Linux-based"
56892,"MacOS"
56894,"MacOS"
56899,"Windows"
56900,"Windows"
56908,"MacOS"
56912,"Windows"
56916,"Windows"
56919,"Linux-based"
56924,"Windows"
56926,"MacOS"
56936,"MacOS"
56942,"Windows"
56943,"Linux-based"
56945,"Windows"
56950,"Linux-based"
56952,"Windows"
56955,"Windows"
56966,"Windows"
56967,"Windows"
56970,"Windows"
56975,"Windows"
56976,"Windows"
56977,"Linux-based"
56981,"Windows"
56985,"Windows"
56999,"Linux-based"
57013,"MacOS"
57023,"Linux-based"
57046,"Windows"
57048,"Windows"
57052,"Linux-based"
57067,"MacOS"
57069,"Windows"
57089,"Linux-based"
57100,"Windows"
57115,"Linux-based"
57122,"MacOS"
57125,"Windows"
57127,"Windows"
57131,"Windows"
57134,"Windows"
57135,"Linux-based"
57138,"Windows"
57141,"Windows"
57158,"MacOS"
57164,"Windows"
57172,"Windows"
57173,"Windows"
57178,"Linux-based"
57185,"Linux-based"
57198,"Linux-based"
57201,"Windows"
57216,"MacOS"
57218,"Linux-based"
57237,"MacOS"
57248,"Windows"
57251,"Windows"
57252,"MacOS"
57258,"MacOS"
57263,"Linux-based"
57273,"Windows"
57277,"Linux-based"
57279,"Windows"
57283,"Windows"
57284,"Linux-based"
57286,"Windows"
57291,"MacOS"
57294,"Windows"
57297,"Linux-based"
57309,"Windows"
57312,"Linux-based"
57313,"Windows"
57316,"Windows"
57332,"Windows"
57340,"Linux-based"
57352,"Linux-based"
57354,"Windows"
57368,"MacOS"
57372,"Windows"
57373,"Linux-based"
57383,"Windows"
57393,"MacOS"
57403,"Windows"
57407,"Windows"
57412,"Windows"
57418,"Windows"
57428,"Linux-based"
57434,"Linux-based"
57436,"Windows"
57442,"Windows"
57456,"Windows"
57462,"MacOS"
57464,"Linux-based"
57473,"Windows"
57481,"Windows"
57484,"Windows"
57486,"Linux-based"
57499,"Windows"
57513,"Linux-based"
57521,"Windows"
57534,"Linux-based"
57539,"Linux-based"
57543,"Linux-based"
57545,"Windows"
57552,"MacOS"
57559,"Windows"
57569,"Linux-based"
57575,"Windows"
57577,"Windows"
57581,"Windows"
57592,"Windows"
57595,"Windows"
57602,"Linux-based"
57607,"Linux-based"
57615,"Windows"
57628,"Windows"
57635,"Linux-based"
57651,"Windows"
57655,"Windows"
57661,"Windows"
57672,"Windows"
57673,"MacOS"
57674,"MacOS"
57687,"Linux-based"
57689,"Linux-based"
57694,"Windows"
57696,"MacOS"
57701,"Linux-based"
57711,"MacOS"
57717,"MacOS"
57730,"MacOS"
57740,"Linux-based"
57743,"Linux-based"
57751,"Windows"
57756,"Linux-based"
57759,NA
57760,"Windows"
57761,"Windows"
57763,"MacOS"
57768,"Windows"
57770,"Windows"
57777,"Windows"
57781,"MacOS"
57796,"Windows"
57798,"MacOS"
57803,"Linux-based"
57806,"Windows"
57812,"Windows"
57821,"MacOS"
57839,"Windows"
57848,"Linux-based"
57850,"Windows"
57862,"Windows"
57865,"Linux-based"
57873,"Windows"
57887,"Windows"
57888,"Windows"
57890,"Linux-based"
57893,"Windows"
57901,"MacOS"
57905,"Linux-based"
57907,"Linux-based"
57916,"Linux-based"
57919,"Windows"
57928,"Linux-based"
57943,"Linux-based"
57948,"Linux-based"
57957,"Windows"
57964,"Windows"
57966,"Windows"
57967,"Windows"
57968,"Windows"
57972,"MacOS"
57988,"Windows"
58008,"Windows"
58020,"MacOS"
58025,"Linux-based"
58031,"MacOS"
58032,"Windows"
58043,"Windows"
58049,"Windows"
58052,"MacOS"
58056,"MacOS"
58062,"Windows"
58066,"MacOS"
58075,"Linux-based"
58076,"MacOS"
58079,"Windows"
58090,"Linux-based"
58092,"MacOS"
58093,"MacOS"
58102,"Windows"
58106,"MacOS"
58110,"MacOS"
58111,"Linux-based"
58117,"Windows"
58125,"Windows"
58134,"Windows"
58138,"MacOS"
58151,"Linux-based"
58163,"Linux-based"
58164,"MacOS"
58176,"Windows"
58179,"Windows"
58180,"Windows"
58181,NA
58182,"MacOS"
58191,"Windows"
58200,"Windows"
58216,"Linux-based"
58227,"Windows"
58233,"Windows"
58237,"Linux-based"
58238,"Linux-based"
58239,"Linux-based"
58240,"Linux-based"
58243,"Windows"
58245,"Windows"
58249,"Windows"
58255,"Windows"
58258,"Windows"
58261,"Windows"
58264,"Linux-based"
58265,"Linux-based"
58282,"Windows"
58294,"MacOS"
58302,"Windows"
58321,"Linux-based"
58331,"Windows"
58335,"Linux-based"
58344,"MacOS"
58346,"MacOS"
58352,"MacOS"
58361,NA
58367,"MacOS"
58371,"Linux-based"
58383,"Windows"
58390,"Windows"
58398,"Windows"
58407,"Windows"
58417,NA
58418,"MacOS"
58424,"Linux-based"
58427,"Windows"
58431,"Windows"
58437,"Linux-based"
58440,"Windows"
58469,"Linux-based"
58470,"Windows"
58480,"Windows"
58485,"Windows"
58487,"Linux-based"
58493,"Windows"
58502,"MacOS"
58505,"Windows"
58515,"Windows"
58521,"Linux-based"
58534,"MacOS"
58541,"Windows"
58542,"Linux-based"
58552,"MacOS"
58554,"Windows"
58556,"Windows"
58562,"Linux-based"
58568,"MacOS"
58570,"Windows"
58571,"Linux-based"
58596,"Windows"
58597,"Linux-based"
58607,"Linux-based"
58614,"Windows"
58617,"MacOS"
58622,"MacOS"
58623,"MacOS"
58625,"MacOS"
58629,"Windows"
58632,"Linux-based"
58633,"MacOS"
58635,"Windows"
58650,"Windows"
58654,"MacOS"
58676,"MacOS"
58685,"Linux-based"
58693,"Linux-based"
58697,"Windows"
58721,"Windows"
58724,"Windows"
58729,"Windows"
58738,"Linux-based"
58744,"Windows"
58752,"Windows"
58754,"Windows"
58759,"Linux-based"
58760,"BSD"
58762,"Windows"
58763,"Windows"
58769,"MacOS"
58774,"Windows"
58785,"Windows"
58788,"Windows"
58793,"Windows"
58795,"Linux-based"
58798,"Linux-based"
58810,"Linux-based"
58816,"Windows"
58825,"MacOS"
58828,"Windows"
58835,"Linux-based"
58837,"Linux-based"
58845,"Linux-based"
58858,NA
58861,"Windows"
58891,"MacOS"
58896,"Linux-based"
58925,"Linux-based"
58934,"Linux-based"
58955,"MacOS"
58967,"Windows"
58978,"Windows"
58981,"Linux-based"
58982,"Windows"
58983,"Windows"
58985,"Windows"
58993,"Windows"
58996,"Windows"
59000,"Linux-based"
59007,"Windows"
59019,"Linux-based"
59022,"Linux-based"
59028,"MacOS"
59029,"Windows"
59033,"MacOS"
59046,"Windows"
59055,"Windows"
59060,"Windows"
59075,"Windows"
59080,"MacOS"
59082,"Windows"
59093,"Windows"
59094,"Windows"
59099,"Windows"
59102,"Windows"
59103,"MacOS"
59108,"MacOS"
59111,"MacOS"
59119,"Linux-based"
59120,"Windows"
59121,"Windows"
59130,"Windows"
59132,"MacOS"
59135,"Windows"
59140,"Windows"
59147,"Windows"
59151,"Linux-based"
59161,"Windows"
59165,"Linux-based"
59168,"Linux-based"
59177,"Windows"
59180,"Linux-based"
59182,"Windows"
59189,"MacOS"
59191,"Windows"
59192,"MacOS"
59205,"Linux-based"
59208,"Linux-based"
59218,"Linux-based"
59222,"MacOS"
59235,"Linux-based"
59240,NA
59241,"Windows"
59242,"Linux-based"
59260,"Linux-based"
59261,"Windows"
59269,"Windows"
59272,"Windows"
59274,"Windows"
59276,"Linux-based"
59279,"MacOS"
59283,NA
59290,"Windows"
59293,"Windows"
59301,"Windows"
59306,NA
59311,"Linux-based"
59323,"Linux-based"
59327,"Windows"
59332,"Windows"
59345,"Linux-based"
59352,"Windows"
59355,"Linux-based"
59361,"MacOS"
59373,"Linux-based"
59383,"Windows"
59396,"Windows"
59397,"Linux-based"
59398,"MacOS"
59399,"Linux-based"
59404,"Linux-based"
59405,"Windows"
59408,"Linux-based"
59426,"Linux-based"
59432,"Windows"
59436,"MacOS"
59437,"MacOS"
59445,"Linux-based"
59453,"Linux-based"
59454,"Linux-based"
59459,"MacOS"
59463,"MacOS"
59464,"MacOS"
59468,"Windows"
59480,"Linux-based"
59481,"Windows"
59483,"Windows"
59503,"Linux-based"
59510,"MacOS"
59512,"Windows"
59513,"Windows"
59514,"Windows"
59521,"MacOS"
59523,"MacOS"
59525,"Windows"
59542,"Windows"
59543,NA
59550,"Windows"
59552,"Linux-based"
59555,"Windows"
59558,"Linux-based"
59576,"Windows"
59584,"MacOS"
59586,"Windows"
59592,"Linux-based"
59597,"Linux-based"
59599,"Windows"
59614,"Linux-based"
59616,"Windows"
59617,"Linux-based"
59619,"Windows"
59620,"Windows"
59630,"MacOS"
59631,"Linux-based"
59639,"Windows"
59665,"Windows"
59666,"Windows"
59669,"Windows"
59671,"MacOS"
59676,"Windows"
59678,"Windows"
59687,"Windows"
59697,"MacOS"
59716,"Windows"
59717,"Windows"
59720,"MacOS"
59721,"Windows"
59724,"MacOS"
59737,"MacOS"
59749,"Linux-based"
59752,"Windows"
59763,"MacOS"
59766,"Linux-based"
59772,"MacOS"
59779,"MacOS"
59795,"MacOS"
59799,"Windows"
59816,"Linux-based"
59817,"MacOS"
59842,"Linux-based"
59852,"Windows"
59859,"MacOS"
59864,"Windows"
59875,"Linux-based"
59886,"Windows"
59891,"Windows"
59902,"Windows"
59904,"Windows"
59905,"MacOS"
59906,"Windows"
59908,"Linux-based"
59914,"Windows"
59917,"Windows"
59918,"Windows"
59919,"Windows"
59936,"Windows"
59937,"Windows"
59943,"Windows"
59952,"Windows"
59962,"Linux-based"
59966,"Windows"
59974,"Windows"
59981,"MacOS"
59993,"Windows"
60000,"Linux-based"
60001,"Windows"
60005,"Windows"
60009,"MacOS"
60019,"Windows"
60022,"Linux-based"
60023,"Linux-based"
60030,"Windows"
60039,"Windows"
60042,"Windows"
60053,"Windows"
60056,"Windows"
60064,"Linux-based"
60071,"Windows"
60076,"MacOS"
60084,"Windows"
60085,"Windows"
60092,"Linux-based"
60098,"MacOS"
60109,"Windows"
60111,"Linux-based"
60112,"Linux-based"
60115,"Windows"
60118,"MacOS"
60120,"Linux-based"
60125,"MacOS"
60127,"Windows"
60135,"Windows"
60142,"Linux-based"
60144,"Windows"
60146,"MacOS"
60153,"Windows"
60154,"MacOS"
60165,"Linux-based"
60167,"Linux-based"
60168,"MacOS"
60169,"Windows"
60175,"Windows"
60185,"Windows"
60196,"Windows"
60200,"Windows"
60204,"Windows"
60205,"Linux-based"
60210,"Windows"
60214,"Windows"
60215,"Linux-based"
60228,"MacOS"
60231,"Linux-based"
60244,"Windows"
60247,"MacOS"
60248,"Windows"
60249,"Linux-based"
60252,"MacOS"
60256,"Windows"
60257,NA
60268,"Linux-based"
60276,"MacOS"
60278,"MacOS"
60280,"MacOS"
60286,"MacOS"
60291,"MacOS"
60297,"MacOS"
60301,"Windows"
60311,"Linux-based"
60316,"Windows"
60320,"Windows"
60327,"Linux-based"
60343,"MacOS"
60344,"Windows"
60350,"Linux-based"
60351,"Windows"
60352,"Linux-based"
60353,"MacOS"
60358,"Linux-based"
60360,"Windows"
60367,"Linux-based"
60374,"Windows"
60376,"MacOS"
60390,"Windows"
60398,"MacOS"
60402,"Linux-based"
60408,"Windows"
60409,"Windows"
60414,"MacOS"
60429,"Windows"
60434,"MacOS"
60435,"MacOS"
60437,"Windows"
60462,"Windows"
60465,"MacOS"
60466,"Linux-based"
60473,"Windows"
60489,"Windows"
60494,"MacOS"
60497,"MacOS"
60501,"MacOS"
60505,"Windows"
60508,"Windows"
60513,"MacOS"
60519,"Windows"
60539,"MacOS"
60545,"Windows"
60555,"Windows"
60558,"Linux-based"
60559,"MacOS"
60567,"Windows"
60573,"Windows"
60578,"MacOS"
60588,"Windows"
60600,"Windows"
60607,"MacOS"
60609,"Windows"
60613,"Windows"
60636,"Windows"
60657,"Windows"
60659,"Windows"
60664,"MacOS"
60669,"MacOS"
60672,"Windows"
60673,"MacOS"
60675,"Windows"
60677,"Windows"
60680,"Windows"
60682,"Windows"
60684,"MacOS"
60693,"Windows"
60701,"Linux-based"
60719,"MacOS"
60726,"Windows"
60727,"Linux-based"
60735,"Windows"
60738,"MacOS"
60739,"Windows"
60752,"MacOS"
60754,"Windows"
60757,"MacOS"
60764,"Linux-based"
60765,"Windows"
60783,"MacOS"
60785,"Linux-based"
60786,"Windows"
60788,"MacOS"
60789,"Linux-based"
60799,"Linux-based"
60813,"Windows"
60836,"MacOS"
60837,"Linux-based"
60841,"Windows"
60852,"Windows"
60861,"Windows"
60869,"MacOS"
60870,"Windows"
60877,"Linux-based"
60880,"Linux-based"
60883,"Linux-based"
60885,"MacOS"
60890,"Linux-based"
60898,"MacOS"
60902,"MacOS"
60925,"MacOS"
60928,"Linux-based"
60930,"Linux-based"
60953,"MacOS"
60955,"MacOS"
60958,"Windows"
60981,"Windows"
60986,"Linux-based"
60991,"Linux-based"
60995,"Windows"
60996,"Windows"
60997,"MacOS"
61007,"Linux-based"
61022,"Linux-based"
61025,"MacOS"
61028,"MacOS"
61031,"Windows"
61039,"Linux-based"
61050,"Linux-based"
61056,"Windows"
61057,"Windows"
61061,"Linux-based"
61064,NA
61067,"MacOS"
61068,"MacOS"
61070,"Windows"
61071,"Windows"
61076,"Windows"
61111,"Linux-based"
61116,"Windows"
61135,"Linux-based"
61147,"Windows"
61148,"MacOS"
61152,"MacOS"
61158,"MacOS"
61162,"MacOS"
61163,"Windows"
61166,"MacOS"
61171,"MacOS"
61186,"Linux-based"
61192,"Windows"
61193,"MacOS"
61204,"MacOS"
61223,"Linux-based"
61231,"Windows"
61237,"MacOS"
61239,"Windows"
61243,"Windows"
61250,"Linux-based"
61262,"Windows"
61268,"MacOS"
61275,"Linux-based"
61278,"MacOS"
61289,"Windows"
61290,"Windows"
61301,"Windows"
61315,"Linux-based"
61317,"Windows"
61340,"Linux-based"
61367,"Windows"
61372,"MacOS"
61378,"Windows"
61383,"Linux-based"
61390,"Linux-based"
61391,"Linux-based"
61407,"Linux-based"
61409,"Linux-based"
61414,"MacOS"
61418,"Linux-based"
61419,"MacOS"
61444,"Windows"
61445,"Linux-based"
61448,"Linux-based"
61454,"Linux-based"
61463,"Linux-based"
61471,"Linux-based"
61480,"Windows"
61487,"MacOS"
61490,"Windows"
61493,"Linux-based"
61495,"Linux-based"
61503,"Windows"
61504,"Windows"
61513,"MacOS"
61516,"Windows"
61517,"MacOS"
61519,"Linux-based"
61533,"Linux-based"
61535,"Windows"
61538,"Linux-based"
61549,"Windows"
61550,"Windows"
61556,"Windows"
61563,"Linux-based"
61571,"Windows"
61577,"Windows"
61600,"MacOS"
61605,"Linux-based"
61615,"Windows"
61618,"MacOS"
61621,"Windows"
61635,"Linux-based"
61650,"Windows"
61652,"Windows"
61659,"Windows"
61660,"Linux-based"
61661,"Linux-based"
61666,"Linux-based"
61668,"Windows"
61687,"MacOS"
61698,"Windows"
61701,"MacOS"
61706,"MacOS"
61709,"Linux-based"
61712,"MacOS"
61720,"MacOS"
61740,"Linux-based"
61741,"MacOS"
61755,"MacOS"
61756,"Linux-based"
61767,"MacOS"
61781,"Windows"
61782,"Linux-based"
61796,"MacOS"
61818,"Linux-based"
61823,"MacOS"
61824,"Windows"
61825,"Windows"
61826,"MacOS"
61828,"Linux-based"
61834,"Windows"
61843,"Linux-based"
61851,"Windows"
61855,"Linux-based"
61856,"Windows"
61858,"Windows"
61863,"Linux-based"
61872,"MacOS"
61877,"Linux-based"
61878,"MacOS"
61888,"MacOS"
61889,"MacOS"
61891,"Windows"
61907,"Linux-based"
61908,"Windows"
61925,"Linux-based"
61928,"Linux-based"
61929,"Windows"
61936,"Linux-based"
61937,"Windows"
61940,"MacOS"
61949,"MacOS"
61950,"Windows"
61953,"Windows"
61956,"Windows"
61964,"Linux-based"
61965,"Linux-based"
61976,"Windows"
61987,"MacOS"
61988,"MacOS"
61999,"MacOS"
62007,"Windows"
62012,"Windows"
62013,"Linux-based"
62017,"MacOS"
62018,"Windows"
62022,"Windows"
62031,"Windows"
62035,"MacOS"
62037,"Linux-based"
62038,"MacOS"
62039,"Windows"
62047,"MacOS"
62077,"Windows"
62079,"Windows"
62081,"Windows"
62089,"BSD"
62090,"Linux-based"
62098,"Linux-based"
62099,"Linux-based"
62110,"Windows"
62124,"MacOS"
62130,"Windows"
62137,"Windows"
62142,"Linux-based"
62144,"Linux-based"
62153,"Windows"
62180,"MacOS"
62192,"MacOS"
62200,"Windows"
62201,"Linux-based"
62204,"Windows"
62207,"Windows"
62212,"MacOS"
62228,"Windows"
62229,"Linux-based"
62232,"Linux-based"
62233,"Linux-based"
62246,"Windows"
62257,"Windows"
62262,"Windows"
62268,"Linux-based"
62272,"MacOS"
62275,"Windows"
62277,"MacOS"
62278,"MacOS"
62292,"Windows"
62293,"MacOS"
62301,"Windows"
62304,"Linux-based"
62307,"Windows"
62317,"Windows"
62320,"MacOS"
62324,"Linux-based"
62335,"Windows"
62336,"MacOS"
62340,"Windows"
62344,"Windows"
62350,"Windows"
62351,"MacOS"
62352,"Linux-based"
62357,"Windows"
62358,"MacOS"
62387,"Windows"
62398,"Windows"
62402,"Windows"
62405,"Windows"
62406,"Linux-based"
62407,"Linux-based"
62412,"MacOS"
62414,"Linux-based"
62434,"MacOS"
62435,NA
62440,"Linux-based"
62460,"MacOS"
62461,"Windows"
62467,"Windows"
62474,"Windows"
62502,"MacOS"
62512,"Linux-based"
62514,"MacOS"
62515,"MacOS"
62516,"Windows"
62518,"Windows"
62520,"Windows"
62535,"MacOS"
62536,"Windows"
62538,"Windows"
62548,NA
62557,"Linux-based"
62562,"Linux-based"
62564,"Windows"
62566,"MacOS"
62582,"Windows"
62592,"Linux-based"
62610,"Windows"
62626,"Linux-based"
62630,"Windows"
62631,"Windows"
62645,"Linux-based"
62650,"Windows"
62669,"Windows"
62674,"Windows"
62679,"Linux-based"
62680,"MacOS"
62682,"Windows"
62686,"MacOS"
62687,"Windows"
62689,"Windows"
62691,"Windows"
62697,"Windows"
62699,"Windows"
62705,"Linux-based"
62706,"Linux-based"
62708,"Linux-based"
62711,"Windows"
62714,"Windows"
62721,"Linux-based"
62724,"BSD"
62725,"Linux-based"
62727,"Windows"
62741,"MacOS"
62745,"Linux-based"
62748,"Windows"
62755,"Windows"
62762,"Linux-based"
62766,"MacOS"
62769,"Windows"
62811,"Linux-based"
62815,"Windows"
62825,"Linux-based"
62829,"MacOS"
62835,"Windows"
62858,"Windows"
62860,"Linux-based"
62867,"MacOS"
62871,"Linux-based"
62872,"MacOS"
62874,"Linux-based"
62878,"MacOS"
62879,"Windows"
62904,"Linux-based"
62907,"Windows"
62913,"Linux-based"
62919,"Linux-based"
62939,"Windows"
62940,"Linux-based"
62941,"Windows"
62950,"Windows"
62956,"Linux-based"
62968,"Windows"
62980,"Windows"
62982,"Windows"
62984,"Windows"
62995,"Linux-based"
63002,"Windows"
63005,"Windows"
63006,"MacOS"
63008,"Windows"
63020,"MacOS"
63044,"Linux-based"
63057,"Windows"
63061,"Windows"
63068,"MacOS"
63070,"MacOS"
63087,"Windows"
63094,"MacOS"
63095,"Windows"
63110,"Windows"
63113,"MacOS"
63120,"Linux-based"
63122,"Linux-based"
63132,"MacOS"
63154,"Linux-based"
63156,"Windows"
63158,"MacOS"
63163,"Windows"
63165,"Linux-based"
63172,"Windows"
63177,"Windows"
63179,"Windows"
63181,"MacOS"
63190,"MacOS"
63202,"Windows"
63212,"Linux-based"
63217,"MacOS"
63227,"Windows"
63234,"Windows"
63241,"Linux-based"
63244,"Windows"
63245,"Windows"
63246,"MacOS"
63248,"Windows"
63264,"Linux-based"
63266,"Windows"
63272,"Linux-based"
63281,"Windows"
63289,"Linux-based"
63292,"Linux-based"
63293,"Linux-based"
63295,"MacOS"
63312,"Linux-based"
63314,"MacOS"
63320,"Linux-based"
63341,"Linux-based"
63343,"Windows"
63344,"Windows"
63348,"Windows"
63351,"Windows"
63354,"Windows"
63361,"Windows"
63374,"Windows"
63375,"Windows"
63387,"MacOS"
63390,"Windows"
63403,"Linux-based"
63418,"Linux-based"
63420,"Windows"
63426,"MacOS"
63427,"Windows"
63430,"Linux-based"
63466,"Windows"
63468,"Windows"
63471,"Windows"
63473,"Linux-based"
63476,"Windows"
63490,"MacOS"
63506,"Linux-based"
63510,"Windows"
63518,"Linux-based"
63524,"Windows"
63540,"Windows"
63541,"MacOS"
63545,"Windows"
63555,"Windows"
63556,"Linux-based"
63557,"MacOS"
63558,"Windows"
63564,"Linux-based"
63565,"MacOS"
63568,"Windows"
