"Respondent","Platform1","Platform2","Platform3","Platform4","Platform5","Platform6","Platform7","Platform8","Platform9","Platform10","Platform11","Platform12","Platform13","Platform14","Platform15","Platform16"
52711,"Arduino","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52713,"Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52722,"AWS","Docker","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52730,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52742,"Android","Docker","Google Cloud Platform","Kubernetes","Linux","MacOS","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA
52744,"AWS","Docker","Google Cloud Platform","Linux","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
52750,"Android","Arduino","iOS","Linux","MacOS","Microsoft Azure","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA
52754,"AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52755,"AWS","Docker","Google Cloud Platform","Kubernetes","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52773,"Docker","Google Cloud Platform","Linux","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52787,"Android","Arduino","iOS","Linux","MacOS","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA
52795,"AWS","Google Cloud Platform","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52796,"AWS","Docker","Google Cloud Platform","iOS","Kubernetes","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA
52805,"Arduino","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52814,"Arduino","Docker","Linux","Microsoft Azure","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52820,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52822,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52845,"Android","AWS","Kubernetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52848,"Arduino","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52850,"AWS","Linux","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52853,"Heroku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52861,"Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52864,"Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52872,"AWS","Docker","iOS","Kubernetes","Linux","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52897,"Android","Arduino","Google Cloud Platform","Kubernetes","Linux","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA
52921,"IBM Cloud or Watson","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52924,"Docker","Linux","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52934,"AWS","Google Cloud Platform","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52943,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52944,"Android","Docker","Linux","Microsoft Azure","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
52950,"Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52953,"Android","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52959,"Android","iOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52962,"AWS","Docker","iOS","Linux","MacOS","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA
52967,"Android","Arduino","AWS","Docker","Google Cloud Platform","iOS","Kubernetes","Linux","MacOS","Microsoft Azure","Raspberry Pi","Windows","WordPress",NA,NA,NA
52968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52973,"Docker","Heroku","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52975,"Docker","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53021,"AWS","Docker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53034,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53037,"Docker","Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53042,"AWS","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53045,"Arduino","Docker","Heroku","Linux","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
53046,"Arduino","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53052,"Google Cloud Platform","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53057,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53076,"Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53082,"AWS","Docker","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53091,"Arduino","Heroku","iOS","Linux","MacOS","Slack","Windows","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
53094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53099,"Raspberry Pi","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53100,"AWS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53106,"Kubernetes","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53125,"Slack","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53126,"Google Cloud Platform","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53127,"Android","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53140,"Android","AWS","Docker","Google Cloud Platform","Heroku","iOS","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA
53142,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53157,"Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53166,"Android","Arduino","AWS","Docker","Linux","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA
53168,"Linux","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53170,"Slack","Windows","WordPress","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53197,"WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53203,"Linux","MacOS","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53209,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53220,"Android","Docker","Linux","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53248,"Docker","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53254,"Android","Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53258,"Linux","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53260,"Docker","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53271,"Android","AWS","Docker","Google Cloud Platform","Linux","MacOS","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA
53272,"Arduino","AWS","Linux","Raspberry Pi","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53281,"Android","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53298,"Docker","Linux","MacOS","Microsoft Azure","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53309,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53311,"Android","Docker","iOS","MacOS","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53315,"Android","Arduino","AWS","Docker","Google Cloud Platform","iOS","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA
53320,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53322,"AWS","Docker","Google Cloud Platform","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53323,"Arduino","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53326,"Arduino","AWS","iOS","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53332,"AWS","Google Cloud Platform","IBM Cloud or Watson","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53335,"Docker","Heroku","Kubernetes","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53359,"Docker","Linux","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53360,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53365,"WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53370,"Android","Arduino","AWS","Docker","Google Cloud Platform","iOS","Linux","MacOS","Microsoft Azure","Raspberry Pi","Slack","Windows","WordPress",NA,NA,NA
53381,"AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53390,"AWS","Docker","Google Cloud Platform","IBM Cloud or Watson","Kubernetes","Linux","MacOS","Microsoft Azure","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA
53393,"Android","AWS","Docker","Google Cloud Platform","Heroku","Kubernetes","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA
53397,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53420,"AWS","Docker","Google Cloud Platform","Linux","MacOS","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
53421,"Arduino","AWS","Docker","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53427,"Android","Docker","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53431,"Android","AWS","Docker","Google Cloud Platform","iOS","Kubernetes","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
53438,"Android","AWS","Docker","Google Cloud Platform","Heroku","iOS","Linux","MacOS","Raspberry Pi","Slack","Windows","WordPress",NA,NA,NA,NA
53447,"Docker","Linux","MacOS","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53448,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53452,"Android","Heroku","Linux","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53466,"Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53467,"AWS","Docker","Google Cloud Platform","Linux","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
53469,"AWS","Linux","MacOS","Slack","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53490,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53496,"Android","Google Cloud Platform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53497,"Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53501,"Docker","Kubernetes","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53517,"AWS","Docker","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53526,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53529,"Android","Arduino","Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53554,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53566,"Android","Arduino","Linux","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53581,"AWS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53583,"AWS","Docker","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53598,"AWS","Docker","Google Cloud Platform","Linux","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
53599,"AWS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53612,"Android","AWS","Docker","Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
53616,"Android","Arduino","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53628,"Android","AWS","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53632,"AWS","Linux","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53633,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53641,"AWS","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53649,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53653,"Arduino","Docker","Linux","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53655,"AWS","Docker","Linux","MacOS","Raspberry Pi","Slack","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
53656,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53665,"Docker","Google Cloud Platform","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53667,"Android","Docker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53673,"Arduino","Heroku","Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53676,"Android","iOS","Linux","MacOS","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53685,"Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53691,"Docker","Kubernetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53692,"Android","Arduino","AWS","Docker","Google Cloud Platform","Heroku","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA
53697,"AWS","Linux","Raspberry Pi","Slack","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53700,"Google Cloud Platform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53701,"Arduino","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53706,"Arduino","AWS","Docker","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53707,"Docker","Kubernetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53714,"AWS","Docker","Kubernetes","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53722,"Android","Arduino","Linux","Raspberry Pi","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
53725,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53733,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53739,"AWS","Docker","Google Cloud Platform","Heroku","Kubernetes","Linux","MacOS","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA
53741,"AWS","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53744,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53749,"WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53750,"AWS","Docker","Kubernetes","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53751,"Android","Arduino","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53772,"MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53779,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53781,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53791,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53811,"AWS","Docker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53812,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53820,"Android","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53823,"iOS","MacOS","Slack","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53831,"Android","Arduino","AWS","Google Cloud Platform","iOS","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
53837,"Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53843,"Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53854,"AWS","Docker","Linux","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53870,"Android","iOS","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53873,"Android","Docker","iOS","MacOS","Microsoft Azure","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA
53879,"Arduino","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53880,"Heroku","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53882,"Android","AWS","Google Cloud Platform","Heroku","iOS","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA
53893,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53902,"Linux","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53905,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53906,"AWS","Docker","IBM Cloud or Watson","iOS","Linux","MacOS","Microsoft Azure","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA
53907,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53912,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53914,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53919,"AWS","Docker","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53931,"Android","Google Cloud Platform","Linux","MacOS","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
53934,"Microsoft Azure","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53940,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53952,"Docker","IBM Cloud or Watson","Kubernetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53953,"Docker","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53966,"Docker","Google Cloud Platform","Kubernetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53969,"Android","Arduino","Docker","Linux","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
53971,"Docker","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53972,"Linux","Windows","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53980,"AWS","Docker","Heroku","Kubernetes","Linux","MacOS","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA
53987,"AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53993,"Android","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54002,"Arduino","Docker","Linux","MacOS","Raspberry Pi","Slack","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
54006,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54015,"Linux","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54020,"Android","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54027,"AWS","Docker","Kubernetes","Linux","MacOS","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA
54044,"Kubernetes","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54068,"AWS","Docker","Linux","MacOS","Microsoft Azure","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA
54069,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54081,"Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54084,"Docker","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54088,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54094,"Android","AWS","Docker","Linux","MacOS","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
54108,"Android","AWS","Google Cloud Platform","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54111,"Docker","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54116,"Google Cloud Platform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54124,"Android","Docker","Microsoft Azure","Windows","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54135,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54137,"Android","Arduino","AWS","Docker","Google Cloud Platform","Heroku","iOS","Linux","MacOS","Raspberry Pi","Slack","Windows",NA,NA,NA,NA
54152,"Android","Google Cloud Platform","iOS","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54153,"Microsoft Azure","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54166,"Android","Linux","MacOS","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54168,"Arduino","Docker","Heroku","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54176,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54181,"Linux","Raspberry Pi","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54183,"Android","Docker","Google Cloud Platform","Kubernetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54190,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54201,"Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54222,"AWS","Docker","Google Cloud Platform","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54228,"AWS","Linux","MacOS","Microsoft Azure","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54234,"Android","Arduino","Linux","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54237,"Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54245,"Android","Heroku","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54246,"Docker","Linux","MacOS","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54255,"Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54287,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54302,"AWS","Docker","Google Cloud Platform","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54306,"AWS","Docker","Google Cloud Platform","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
