"Respondent","Language1","Language2","Language3","Language4","Language5","Language6","Language7","Language8","Language9","Language10","Language11","Language12","Language13","Language14","Language15","Language16","Language17","Language18","Language19","Language20","Language21","Language22","Language23","Language24","Language25"
49881,"HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49887,"Bash/Shell/PowerShell","C","C++","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49897,"HTML/CSS","JavaScript","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49917,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49933,"C#","HTML/CSS","JavaScript","SQL","TypeScript","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49938,"Assembly","Bash/Shell/PowerShell","C","C++","C#","HTML/CSS","Java","JavaScript","Python","R","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49947,"Bash/Shell/PowerShell","C#","Java","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49951,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49952,"Bash/Shell/PowerShell","C#","F#","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49955,"Assembly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49962,"C#","Go","Java","JavaScript","Kotlin","PHP","Python","Ruby","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49964,"HTML/CSS","Java","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49970,"Assembly","C++","HTML/CSS","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49978,"Bash/Shell/PowerShell","C++","C#","HTML/CSS","Java","JavaScript","Python","Ruby","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49979,"Bash/Shell/PowerShell","C","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49983,"Java","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49987,"Bash/Shell/PowerShell","C","Go","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49996,"Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50008,"Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50012,"Bash/Shell/PowerShell","Python","Rust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50017,"Assembly","Bash/Shell/PowerShell","C","C++","HTML/CSS","JavaScript","PHP","Python","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50018,"Java","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50021,"Bash/Shell/PowerShell","Elixir","Erlang","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50033,"Go","Java","JavaScript","PHP","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50039,"Bash/Shell/PowerShell","C#","HTML/CSS","Java","JavaScript","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50043,"Assembly","Bash/Shell/PowerShell","C","C++","C#","Erlang","F#","HTML/CSS","Java","JavaScript","Python","R","Ruby","Rust","SQL","TypeScript","WebAssembly",NA,NA,NA,NA,NA,NA,NA,NA
50044,"Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50050,"Bash/Shell/PowerShell","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50061,"C#","HTML/CSS","Java","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50065,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Python","R","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50069,"Bash/Shell/PowerShell","C","C++","C#","HTML/CSS","Java","JavaScript","PHP","Python","Ruby","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50085,"Bash/Shell/PowerShell","C++","C#","Go","Java","PHP","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50089,"C#","HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50091,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50092,"C++","Go","HTML/CSS","Java","JavaScript","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50127,"HTML/CSS","Java","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50129,"Bash/Shell/PowerShell","C","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50173,"Bash/Shell/PowerShell","HTML/CSS","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50178,"Assembly","Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50186,"Bash/Shell/PowerShell","C#","JavaScript","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50196,"Bash/Shell/PowerShell","Java","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50200,"C++","C#","HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50201,"C","C++","HTML/CSS","Java","JavaScript","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50210,"Bash/Shell/PowerShell","Go","HTML/CSS","JavaScript","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50227,"Python","R","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50230,"Assembly","C","C++","C#","HTML/CSS","Java","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,"Java","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50256,"C","C++","HTML/CSS","Java","PHP","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50257,"Bash/Shell/PowerShell","C","C++","HTML/CSS","JavaScript","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50258,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50260,"Bash/Shell/PowerShell","C","HTML/CSS","Java","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50261,"Assembly","Bash/Shell/PowerShell","C","C++","C#","HTML/CSS","PHP","Python","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50262,"C++","C#","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50278,"C#","HTML/CSS","JavaScript","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50294,"Elixir","Java","JavaScript","Objective-C","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50298,"Java","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50302,"HTML/CSS","JavaScript","PHP","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50311,"C++","HTML/CSS","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50312,"HTML/CSS","Java","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50322,"C++","HTML/CSS","Java","JavaScript","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50323,"C#","HTML/CSS","JavaScript","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50326,"Bash/Shell/PowerShell","C++","C#","HTML/CSS","Java","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50335,"Bash/Shell/PowerShell","Go","Python","Rust","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50345,"Assembly","Bash/Shell/PowerShell","C","C++","C#","Clojure","Dart","Elixir","Erlang","F#","Go","HTML/CSS","Java","JavaScript","Objective-C","PHP","Python","R","Ruby","SQL","Swift","TypeScript","VBA","WebAssembly","Other(s):"
50354,"Bash/Shell/PowerShell","C++","HTML/CSS","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50358,"Bash/Shell/PowerShell","C#","Go","HTML/CSS","JavaScript","PHP","Python","R","Ruby","Scala","SQL","TypeScript","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50361,"C","C++","C#","Java","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50363,"C","C++","C#","Kotlin","Python","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50366,"C","C++","HTML/CSS","JavaScript","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50367,"HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50375,"HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50377,"Bash/Shell/PowerShell","C","C++","Java","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50380,"HTML/CSS","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50383,"HTML/CSS","JavaScript","PHP","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50431,"Bash/Shell/PowerShell","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50440,"HTML/CSS","Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50446,"C#","HTML/CSS","Java","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50449,"C#","HTML/CSS","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50463,"Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50467,"HTML/CSS","Java","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50474,"Bash/Shell/PowerShell","C++","C#","Go","Python","Rust","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50482,"C","C++","HTML/CSS","Java","JavaScript","Kotlin","Objective-C","Python","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50483,"C","C++","JavaScript","PHP","Python","Ruby","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50493,"Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50499,"C#","HTML/CSS","JavaScript","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50503,"C#","HTML/CSS","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50506,"Bash/Shell/PowerShell","Java","JavaScript","Kotlin","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50510,"C","C++","HTML/CSS","Java","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50512,"Bash/Shell/PowerShell","C++","C#","F#","Go","HTML/CSS","Java","JavaScript","Objective-C","PHP","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50514,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","R","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50515,"Bash/Shell/PowerShell","C","C++","Go","HTML/CSS","Java","JavaScript","Python","R","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50516,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50518,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","R","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50519,"C#","HTML/CSS","Java","JavaScript","PHP","Python","R","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50527,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","PHP","Python","Ruby","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50530,"Bash/Shell/PowerShell","C","C++","C#","HTML/CSS","Java","JavaScript","PHP","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50531,"Assembly","Bash/Shell/PowerShell","C","C++","Go","HTML/CSS","Java","JavaScript","PHP","Python","Ruby","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50541,"Bash/Shell/PowerShell","Java","Kotlin","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50543,"Go","HTML/CSS","JavaScript","Python","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50545,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","Python","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50551,"Bash/Shell/PowerShell","Go","Java","JavaScript","Python","Rust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50557,"C","C++","Clojure","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50559,"HTML/CSS","JavaScript","PHP","Python","R","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50574,"Bash/Shell/PowerShell","C#","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50578,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Ruby","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50583,"C#","HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50595,"C#","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50597,"Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50598,"Bash/Shell/PowerShell","C","C++","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50611,"C#","HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50615,"C#","Java","JavaScript","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50617,"C","HTML/CSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50629,"C#","HTML/CSS","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50631,"Python","R","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50632,"Java","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50633,"Bash/Shell/PowerShell","HTML/CSS","Java","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50637,"HTML/CSS","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50640,"HTML/CSS","JavaScript","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50666,"C#","HTML/CSS","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50682,"C#","HTML/CSS","Java","JavaScript","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50684,"Bash/Shell/PowerShell","Java","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50711,"C","C++","C#","HTML/CSS","Java","JavaScript","Objective-C","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50712,"Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50718,"HTML/CSS","Java","JavaScript","PHP","SQL","TypeScript","WebAssembly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50727,"Bash/Shell/PowerShell","C","C++","HTML/CSS","JavaScript","Python","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50735,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","Python","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50739,"HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50741,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50747,"C#","HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50759,"Java","Python","R","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50762,"C#","HTML/CSS","JavaScript","Objective-C","SQL","Swift","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50772,"Bash/Shell/PowerShell","Java","JavaScript","Kotlin","Python","Rust","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50792,"C","C++","HTML/CSS","Java","JavaScript","Kotlin","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50826,"Assembly","Bash/Shell/PowerShell","C","C++","HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50827,"JavaScript","Python","Rust","WebAssembly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50828,"C#","Java","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50840,"HTML/CSS","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50841,"C","C++","C#","Python","R","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50844,"C#","HTML/CSS","Java","JavaScript","Python","SQL","TypeScript","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50846,"Bash/Shell/PowerShell","Java","Python","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50848,"Bash/Shell/PowerShell","C++","HTML/CSS","Java","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50851,"Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50852,"Assembly","Bash/Shell/PowerShell","C","C++","C#","Clojure","Dart","Elixir","Erlang","F#","Go","HTML/CSS","Java","JavaScript","Kotlin","Objective-C","PHP","Python","R","Ruby","Rust","Scala","SQL","Swift","TypeScript"
50860,"Bash/Shell/PowerShell","C#","HTML/CSS","Java","JavaScript","Python","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50869,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50870,"C#","HTML/CSS","Java","JavaScript","Objective-C","PHP","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50874,"Bash/Shell/PowerShell","Java","R","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50882,"Bash/Shell/PowerShell","C","C++","C#","JavaScript","PHP","SQL","WebAssembly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50891,"Bash/Shell/PowerShell","C#","HTML/CSS","Java","JavaScript","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50896,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50903,"Assembly","C","C++","Java","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
