"Respondent","Age","Gender","Ethnicity","Country","UndergradMajor","JobSat"
48362,33,"Woman","White or of European descent","Turkey","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
48368,36,"Woman","Middle Eastern","Sweden","A natural science (ex. biology, chemistry, physics)","Neither satisfied nor dissatisfied"
48380,35,"Man","Middle Eastern","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
48383,31,"Man",NA,"India","Computer science, computer engineering, or software engineering","Slightly satisfied"
48385,25,"Man","East Asian","United States","Mathematics or statistics","Very satisfied"
48406,35,"Man","White or of European descent","South Africa","Computer science, computer engineering, or software engineering",NA
48407,28,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very dissatisfied"
48426,55,"Woman","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
48433,64,"Man","White or of European descent","Russian Federation","A natural science (ex. biology, chemistry, physics)","Slightly satisfied"
48451,37,"Man","White or of European descent","United States","Information systems, information technology, or system administration","Slightly satisfied"
48452,22,"Man","White or of European descent","Poland","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly dissatisfied"
48465,37,"Man",NA,"India","Web development or web design","Very satisfied"
48466,23,"Woman","Biracial","France","Computer science, computer engineering, or software engineering","Very satisfied"
48473,NA,"Man","White or of European descent","Poland","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
48478,22,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
48485,21,"Man","Hispanic or Latino/Latina","Brazil","Computer science, computer engineering, or software engineering","Slightly satisfied"
48490,51,"Man","White or of European descent","New Zealand","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
48491,35,"Man",NA,"Poland","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
48494,NA,"Man","South Asian","United States","Information systems, information technology, or system administration","Very satisfied"
48498,30,"Man","White or of European descent","South Africa","Web development or web design","Very satisfied"
48502,31,"Man","White or of European descent","United Kingdom","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
48503,40,"Man","White or of European descent","Australia","Computer science, computer engineering, or software engineering","Very satisfied"
48515,NA,"Man","White or of European descent","Netherlands","Computer science, computer engineering, or software engineering","Very satisfied"
48524,26,"Man","South Asian","Canada","Computer science, computer engineering, or software engineering","Slightly satisfied"
48533,19,"Man","Native American, Pacific Islander, or Indigenous Australian;White or of European descent;Multiracial","Canada",NA,"Slightly satisfied"
48534,20,"Man","Hispanic or Latino/Latina","Mexico","Web development or web design",NA
48539,21,"Man","Hispanic or Latino/Latina","Guatemala","Web development or web design","Very satisfied"
48545,38,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
48550,NA,"Man","South Asian;Multiracial","India","Information systems, information technology, or system administration","Very satisfied"
48551,31,"Man","White or of European descent","Australia","Computer science, computer engineering, or software engineering","Very dissatisfied"
48555,22,"Man","White or of European descent","Australia","Computer science, computer engineering, or software engineering","Very satisfied"
48562,23,"Man","South Asian","India","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
48567,55,"Man","White or of European descent","United States","Mathematics or statistics","Slightly satisfied"
48578,25,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Slightly satisfied"
48580,NA,"Man","White or of European descent","United States","I never declared a major","Very satisfied"
48582,38,"Man","White or of European descent","United States","Information systems, information technology, or system administration","Slightly satisfied"
48585,38,"Man",NA,"Brazil","Computer science, computer engineering, or software engineering","Slightly satisfied"
48586,27,"Man","Middle Eastern","Georgia","Computer science, computer engineering, or software engineering","Very satisfied"
48598,27,"Man","White or of European descent","Austria","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
48601,40,"Man","White or of European descent","South Africa","Information systems, information technology, or system administration","Neither satisfied nor dissatisfied"
48609,23,"Man",NA,"India","Mathematics or statistics","Slightly dissatisfied"
48615,23,"Man",NA,"India","Another engineering discipline (ex. civil, electrical, mechanical)",NA
48616,44,"Woman","White or of European descent","United States","A humanities discipline (ex. literature, history, philosophy)","Very satisfied"
48617,29,"Man","White or of European descent","Turkey","Computer science, computer engineering, or software engineering","Very dissatisfied"
48632,21,"Man","Hispanic or Latino/Latina","Argentina","Computer science, computer engineering, or software engineering","Very dissatisfied"
48636,23,"Man","White or of European descent","Spain","Mathematics or statistics","Slightly dissatisfied"
48637,25,"Man","Black or of African descent","Nigeria","Computer science, computer engineering, or software engineering","Very dissatisfied"
48639,NA,"Woman",NA,"Iran","Information systems, information technology, or system administration","Neither satisfied nor dissatisfied"
